Peptide,Protein,Replicate,Precursor Mz,Precursor Charge,Product Mz,Product Charge,Fragment Ion,Retention Time,Ion Mobility MS1,Ion Mobility Fragment,Collisional Cross Section,Area,Total Area,Height,Background,Mass Error PPM,Fwhm,Explicit Ion Mobility High Energy Offset,Explicit Retention Time
01_malic acid,Standards,Aniger_SF42_IMS_14_30_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.23,13.6,13.49,116.25,598536,714992,49263,574,9.2,0.2,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF42_IMS_15_31_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.19,13.6,13.49,116.25,865827,1001795,64854,922,11.7,0.17,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF53_IMS_17_33_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,850418,1009463,74989,0,11.2,0.17,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF53_IMS_18_34_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,919939,1064441,80403,1623,10.1,0.17,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF53_IMS_19_35_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,897406,1056000,75511,574,10.4,0.18,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF53_IMS_20_36_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,1023229,1194949,79089,0,10.9,0.19,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF53_IMS_21_37_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.2,13.6,13.49,116.25,861388,998128,69419,0,11.2,0.19,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF53_IMS_22_38_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.17,13.6,13.49,116.25,1297554,1514532,115741,0,11.2,0.16,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF53_IMS_23_39_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,1259119,1463014,101855,0,11.9,0.18,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF53_IMS_24_40_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.2,13.6,13.49,116.25,1101982,1283656,93511,0,10.9,0.17,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF53_IMS_25_41_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.19,13.6,13.49,116.25,1258672,1468239,105842,0,10.6,0.18,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF53_IMS_26_42_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,1144753,1327251,88779,0,11,0.18,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF53_IMS_27_43_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,1482692,1730170,117456,0,12.1,0.17,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF53_IMS_28_44_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,1403708,1643654,114295,0,10.3,0.18,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF53_IMS_29_45_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.2,13.6,13.49,116.25,1082094,1261975,93942,0,10.6,0.17,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF53_IMS_30_46_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,1050721,1194948,86750,0,10.8,0.17,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF53_IMS_31_47_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,1089619,1285165,97155,0,11.7,0.17,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF53_IMS_32_48_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.2,13.6,13.49,116.25,942940,1093449,75722,0,9.7,0.19,-0.013301757,2.2
01_malic acid,Standards,TEST_Aniger_SF42_IMS_16_32_20V_24Aug,133.014247,-1,133.014247,-1,precursor,2.17,13.6,13.49,116.25,965991,1114034,88014,0,15.1,0.21,-0.013301757,2.2
01_malic acid,Standards,Apseud_SF42_IMS_01_01_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,1012387,1157121,81712,0,11.4,0.18,-0.013301757,2.2
01_malic acid,Standards,Apseud_SF42_IMS_02_02_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,760541,890116,70978,0,10.3,0.15,-0.013301757,2.2
01_malic acid,Standards,Apseud_SF42_IMS_03_03_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,730168,849396,68037,520,10.6,0.16,-0.013301757,2.2
01_malic acid,Standards,Apseud_SF42_IMS_05_05_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,859319,987558,74208,0,9.6,0.17,-0.013301757,2.2
01_malic acid,Standards,Apseud_SF42_IMS_06_06_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,1007990,1183810,81907,2124,12.5,0.19,-0.013301757,2.2
01_malic acid,Standards,Apseud_SF42_IMS_07_07_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.2,13.6,13.49,116.25,825805,974444,73923,183,10.8,0.17,-0.013301757,2.2
01_malic acid,Standards,Apseud_SF42_IMS_08_08_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.2,13.6,13.49,116.25,908699,1047033,77939,0,10.2,0.16,-0.013301757,2.2
01_malic acid,Standards,Apseud_SF42_IMS_09_09_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.2,13.6,13.49,116.25,821985,961585,65409,0,10.7,0.18,-0.013301757,2.2
01_malic acid,Standards,Apseud_SF42_IMS_10_10_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.2,13.6,13.49,116.25,940677,1103989,75175,0,9.6,0.2,-0.013301757,2.2
01_malic acid,Standards,Apseud_SF42_IMS_11_11_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,876438,1032809,76024,549,11.1,0.18,-0.013301757,2.2
01_malic acid,Standards,Apseud_SF42_IMS_12_12_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,738328,861432,64080,0,10.8,0.18,-0.013301757,2.2
01_malic acid,Standards,Apseud_SF42_IMS_13_13_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,728890,872032,63768,0,9.9,0.17,-0.013301757,2.2
01_malic acid,Standards,Apseud_SF42_IMS_14_14_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,1058213,1232449,87835,0,10.5,0.18,-0.013301757,2.2
01_malic acid,Standards,Apseud_SF42_IMS_15_15_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,776769,913308,64473,10518,11.2,0.18,-0.013301757,2.2
01_malic acid,Standards,Apseud_SF42_IMS_16_16_20V_25Aug,133.014247,-1,133.014247,-1,precursor,2.21,13.6,13.49,116.25,866539,1000514,70978,381,11.4,0.18,-0.013301757,2.2
01_malic acid,Standards,Aniger_SF42_IMS_01_17_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,23777,962505,1985,0,12.6,0.16,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF42_IMS_02_18_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.24,13.6,13.49,116.25,21178,898378,1330,0,15.5,0.2,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF42_IMS_03_19_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.32,13.6,13.49,116.25,15521,731532,1161,0,13.8,0.22,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF42_IMS_04_20_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.23,13.6,13.49,116.25,11220,835818,1033,0,11.2,0.16,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF42_IMS_05_21_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.19,13.6,13.49,116.25,18028,726024,1592,0,17.1,0.15,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF42_IMS_06_22_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,30493,906662,2168,0,12.7,0.25,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF42_IMS_07_23_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.25,13.6,13.49,116.25,13554,547028,1202,0,10.1,0.19,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF42_IMS_08_24_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,18127,641474,2007,0,8.2,0.14,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF42_IMS_09_25_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,23804,780311,2205,0,14.9,0.16,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF42_IMS_10_26_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,7139,531124,867,0,12.3,0.14,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF42_IMS_11_27_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.24,13.6,13.49,116.25,12999,648931,1342,0,11.7,0.14,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF42_IMS_12_28_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.24,13.6,13.49,116.25,19190,610784,2071,0,10.1,0.15,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF42_IMS_13_29_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,36676,1125896,3207,0,9.4,0.18,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF42_IMS_14_30_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.23,13.6,13.49,116.25,21770,714992,1803,0,10.4,0.19,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF42_IMS_15_31_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.19,13.6,13.49,116.25,23765,1001795,2139,0,12.2,0.13,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF53_IMS_17_33_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.17,13.6,13.49,116.25,30058,1009463,2608,0,15.3,0.18,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF53_IMS_18_34_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,28997,1064441,3073,0,11.9,0.14,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF53_IMS_19_35_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,38015,1056000,3773,0,14.6,0.15,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF53_IMS_20_36_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,33051,1194949,2922,0,13.7,0.14,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF53_IMS_21_37_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.2,13.6,13.49,116.25,31666,998128,2595,0,13.9,0.22,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF53_IMS_22_38_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,47646,1514532,4570,0,11.8,0.17,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF53_IMS_23_39_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,38640,1463014,3128,186,14,0.19,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF53_IMS_24_40_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.2,13.6,13.49,116.25,33633,1283656,3034,0,12.9,0.14,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF53_IMS_25_41_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.19,13.6,13.49,116.25,46890,1468239,4585,0,11.4,0.15,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF53_IMS_26_42_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,36497,1327251,2685,0,13.1,0.17,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF53_IMS_27_43_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.17,13.6,13.49,116.25,46517,1730170,4796,0,13.7,0.13,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF53_IMS_28_44_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,54559,1643654,4415,0,13.6,0.17,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF53_IMS_29_45_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.2,13.6,13.49,116.25,39113,1261975,3390,0,13.6,0.18,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF53_IMS_30_46_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.24,13.6,13.49,116.25,26732,1194948,2677,0,15.8,0.14,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF53_IMS_31_47_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,46353,1285165,4274,0,15.1,0.15,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF53_IMS_32_48_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.2,13.6,13.49,116.25,26436,1093449,2635,0,12.5,0.13,-0.053921962,2.2
01_malic acid,Standards,TEST_Aniger_SF42_IMS_16_32_20V_24Aug,133.014247,-1,115.00259,-1,115ref,2.17,13.6,13.49,116.25,35482,1114034,3126,0,17.2,0.22,-0.053921962,2.2
01_malic acid,Standards,Apseud_SF42_IMS_01_01_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,29737,1157121,3071,0,8.9,0.14,-0.053921962,2.2
01_malic acid,Standards,Apseud_SF42_IMS_02_02_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,20968,890116,1419,0,15.7,0.27,-0.053921962,2.2
01_malic acid,Standards,Apseud_SF42_IMS_03_03_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.36,13.6,13.49,116.25,23583,849396,1569,0,11.9,0.3,-0.053921962,2.2
01_malic acid,Standards,Apseud_SF42_IMS_05_05_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,20473,987558,1613,0,9.6,0.14,-0.053921962,2.2
01_malic acid,Standards,Apseud_SF42_IMS_06_06_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,24717,1183810,1992,0,16.9,0.2,-0.053921962,2.2
01_malic acid,Standards,Apseud_SF42_IMS_07_07_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.2,13.6,13.49,116.25,40053,974444,4099,0,13.4,0.14,-0.053921962,2.2
01_malic acid,Standards,Apseud_SF42_IMS_08_08_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.2,13.6,13.49,116.25,24863,1047033,2399,0,11.6,0.16,-0.053921962,2.2
01_malic acid,Standards,Apseud_SF42_IMS_09_09_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.2,13.6,13.49,116.25,23237,961585,2359,0,11.7,0.14,-0.053921962,2.2
01_malic acid,Standards,Apseud_SF42_IMS_10_10_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.28,13.6,13.49,116.25,18319,1103989,1487,0,9.9,0.21,-0.053921962,2.2
01_malic acid,Standards,Apseud_SF42_IMS_11_11_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,28132,1032809,2223,0,14.9,0.19,-0.053921962,2.2
01_malic acid,Standards,Apseud_SF42_IMS_12_12_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,27056,861432,2280,0,15.4,0.2,-0.053921962,2.2
01_malic acid,Standards,Apseud_SF42_IMS_13_13_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,31275,872032,2037,0,14.2,0.26,-0.053921962,2.2
01_malic acid,Standards,Apseud_SF42_IMS_14_14_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,39189,1232449,2971,0,13.6,0.22,-0.053921962,2.2
01_malic acid,Standards,Apseud_SF42_IMS_15_15_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,24730,913308,1628,0,12.4,0.23,-0.053921962,2.2
01_malic acid,Standards,Apseud_SF42_IMS_16_16_20V_25Aug,133.014247,-1,115.00259,-1,115ref,2.21,13.6,13.49,116.25,28045,1000514,1906,0,13.6,0.29,-0.053921962,2.2
01_malic acid,Standards,Aniger_SF42_IMS_01_17_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.24,13.6,13.49,116.25,77695,962505,5554,0,20.9,0.22,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF42_IMS_02_18_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.2,13.6,13.49,116.25,59768,898378,4426,0,20.8,0.16,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF42_IMS_03_19_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.24,13.6,13.49,116.25,46892,731532,3334,0,22.1,0.21,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF42_IMS_04_20_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.23,13.6,13.49,116.25,73508,835818,5069,0,19,0.25,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF42_IMS_05_21_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.23,13.6,13.49,116.25,54699,726024,4922,0,21.2,0.17,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF42_IMS_06_22_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,74089,906662,5487,0,22.7,0.2,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF42_IMS_07_23_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.25,13.6,13.49,116.25,44245,547028,3654,0,21.6,0.2,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF42_IMS_08_24_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,49658,641474,4703,0,18.8,0.16,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF42_IMS_09_25_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,66668,780311,6382,0,21.3,0.16,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF42_IMS_10_26_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.24,13.6,13.49,116.25,32142,531124,2177,0,18.3,0.25,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF42_IMS_11_27_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.24,13.6,13.49,116.25,48302,648931,3594,0,20.2,0.21,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF42_IMS_12_28_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.2,13.6,13.49,116.25,40680,610784,2963,0,22.2,0.16,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF42_IMS_13_29_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,101172,1125896,8526,0,21.9,0.18,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF42_IMS_14_30_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.23,13.6,13.49,116.25,70376,714992,5516,0,21.1,0.2,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF42_IMS_15_31_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.19,13.6,13.49,116.25,80631,1001795,6548,0,22,0.16,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF53_IMS_17_33_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,92006,1009463,7865,0,22.5,0.18,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF53_IMS_18_34_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,79248,1064441,7540,0,23.4,0.14,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF53_IMS_19_35_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,80773,1056000,6794,0,21.8,0.18,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF53_IMS_20_36_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,90788,1194949,7729,0,23,0.15,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF53_IMS_21_37_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.2,13.6,13.49,116.25,71566,998128,6632,0,23.3,0.15,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF53_IMS_22_38_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.17,13.6,13.49,116.25,125090,1514532,11556,0,21.1,0.16,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF53_IMS_23_39_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,115531,1463014,9742,1449,24.3,0.17,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF53_IMS_24_40_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.24,13.6,13.49,116.25,103375,1283656,8081,0,19.7,0.19,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF53_IMS_25_41_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.19,13.6,13.49,116.25,112437,1468239,10461,0,21.4,0.15,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF53_IMS_26_42_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,98768,1327251,7299,0,21.4,0.22,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF53_IMS_27_43_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,127640,1730170,9319,0,22.2,0.23,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF53_IMS_28_44_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,134665,1643654,10655,0,20,0.19,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF53_IMS_29_45_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.2,13.6,13.49,116.25,96828,1261975,8452,0,20.2,0.17,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF53_IMS_30_46_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,79557,1194948,5494,0,21.2,0.22,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF53_IMS_31_47_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,92263,1285165,7654,0,21.6,0.19,-0.153140078,2.2
01_malic acid,Standards,Aniger_SF53_IMS_32_48_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.2,13.6,13.49,116.25,88459,1093449,8262,0,21.2,0.17,-0.153140078,2.2
01_malic acid,Standards,TEST_Aniger_SF42_IMS_16_32_20V_24Aug,133.014247,-1,71.01263,-1,71ref,2.17,13.6,13.49,116.25,79746,1114034,7309,0,28.4,0.18,-0.153140078,2.2
01_malic acid,Standards,Apseud_SF42_IMS_01_01_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,75056,1157121,5931,0,24.2,0.21,-0.153140078,2.2
01_malic acid,Standards,Apseud_SF42_IMS_02_02_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,78291,890116,7230,0,20.8,0.15,-0.153140078,2.2
01_malic acid,Standards,Apseud_SF42_IMS_03_03_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,73761,849396,7006,0,20.2,0.15,-0.153140078,2.2
01_malic acid,Standards,Apseud_SF42_IMS_05_05_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,74830,987558,6444,0,20.3,0.18,-0.153140078,2.2
01_malic acid,Standards,Apseud_SF42_IMS_06_06_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.21,13.6,13.49,116.25,105828,1183810,8481,0,24.3,0.18,-0.153140078,2.2
01_malic acid,Standards,Apseud_SF42_IMS_07_07_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.2,13.6,13.49,116.25,66338,974444,5437,0,22.4,0.19,-0.153140078,2.2
01_malic acid,Standards,Apseud_SF42_IMS_08_08_20V_25Aug,133.014247,-1,71.01263,-1,71ref,2.2,13.6,13.49,116.25,76460,1047033,5705,0,21.4,0.23,-0.153140078,2.2
